net,length_um
_0817_,3.095
_0059_,3.08
_0081_,3.08
_0093_,3.08
_0105_,3.08
_0201_,3.08
_0228_,3.08
_0252_,3.08
_0256_,3.08
_0259_,3.08
_0299_,3.08
_0321_,3.08
_0324_,3.08
_0325_,3.08
_0342_,3.08
_0343_,3.08
_0344_,3.08
_0352_,3.08
_0389_,3.08
_0406_,3.08
_0488_,3.08
_0524_,3.08
_0597_,3.08
_0598_,3.08
_0609_,3.08
_0975_,3.08
_1077_,3.08
_1387_,3.08
_1420_,3.08
_1482_,3.08
_1484_,3.08
_1568_,3.08
_1574_,3.08
_1747_,3.08
_1759_,3.08
_1852_,3.08
_1948_,3.08
_1963_,3.08
_1966_,3.08
_1968_,3.08
_2018_,3.08
_2082_,3.08
_2121_,3.08
_2161_,3.08
_2285_,3.08
_2290_,3.08
_2328_,3.08
_2376_,3.08
_2454_,3.08
_2694_,3.08
_2700_,3.08
_2723_,3.08
_2775_,3.08
_2912_,3.08
_2919_,3.08
_3043_,3.08
_3072_,3.08
_3134_,3.08
_3141_,3.08
_3144_,3.08
tree_instances\[17\].u_tree.pipeline_current_node\[0\]\[5\],3.08
tree_instances\[7\].u_tree.pipeline_current_node\[0\]\[4\],3.08
net41,3.08
_0218_,3.045
_0616_,3.045
_0217_,3.005
_0276_,3.005
_0415_,3.005
_0463_,3.005
_0641_,2.98
_0671_,2.98
_0796_,2.98
_1477_,2.98
_1524_,2.98
_1682_,2.98
_1847_,2.98
_1900_,2.98
_2022_,2.98
_2110_,2.98
_2124_,2.98
_2196_,2.98
_2216_,2.98
_2253_,2.98
_2343_,2.98
_2357_,2.98
_2382_,2.98
_2401_,2.98
_2811_,2.98
_2921_,2.98
_3036_,2.98
_3039_,2.98
_3117_,2.98
_2831_,2.97
_0157_,2.96
_0426_,2.96
_0496_,2.96
_0572_,2.96
_0683_,2.96
_0712_,2.96
_0769_,2.96
_0860_,2.96
_0874_,2.96
_1096_,2.96
_1122_,2.96
_1210_,2.96
_1230_,2.96
_1357_,2.96
_1457_,2.96
_1463_,2.96
_1502_,2.96
_1646_,2.96
_1882_,2.96
_1928_,2.96
_1960_,2.96
_1988_,2.96
_2031_,2.96
_2118_,2.96
_2180_,2.96
_2210_,2.96
_2213_,2.96
_2232_,2.96
_2234_,2.96
_2261_,2.96
_2268_,2.96
_2282_,2.96
_2297_,2.96
_2337_,2.96
_2339_,2.96
_2500_,2.96
_2536_,2.96
_2676_,2.96
_2781_,2.96
_2986_,2.96
_3024_,2.96
_3119_,2.96
tree_instances\[11\].u_tree.pipeline_current_node\[0\]\[6\],2.96
tree_instances\[19\].u_tree.pipeline_current_node\[0\]\[6\],2.96
_0161_,2.88
_0248_,2.88
_0591_,2.86
_1032_,2.86
_2191_,2.86
_2312_,2.86
_0104_,2.84
_0122_,2.84
_0349_,2.84
_0364_,2.84
_0373_,2.84
_0422_,2.84
_0445_,2.84
_0514_,2.84
_0691_,2.84
_0782_,2.84
tree_instances\[18\].u_tree.pipeline_current_node\[0\]\[7\],2.84
_0418_,2.835
_0224_,2.785
_0590_,2.785
_0678_,2.785
_0619_,2.765
_0684_,2.765
_1706_,2.76
_2084_,2.76
_2749_,2.76
_3052_,2.76
_0094_,2.74
_0100_,2.74
_0106_,2.74
_0114_,2.74
_0115_,2.74
_0176_,2.74
_0208_,2.74
_0251_,2.74
_0323_,2.74
_0331_,2.74
_0363_,2.74
_0378_,2.74
_0388_,2.74
_0485_,2.74
_0509_,2.74
_0528_,2.74
_0529_,2.74
_0568_,2.74
_0584_,2.74
_0607_,2.74
_0623_,2.74
_0625_,2.74
_0626_,2.74
_0627_,2.74
_2951_,2.74
_0501_,2.72
tree_instances\[4\].u_tree.pipeline_current_node\[0\]\[4\],2.72
_0281_,2.715
_0610_,2.715
_0613_,2.715
_0673_,2.715
_0109_,2.64
_0147_,2.64
_0180_,2.64
_0231_,2.64
_0234_,2.64
_0247_,2.64
_0335_,2.64
_0341_,2.64
_0353_,2.64
_0377_,2.64
_0447_,2.64
_0469_,2.64
_0484_,2.64
_0549_,2.64
_0566_,2.64
_0986_,2.64
_1064_,2.64
_1304_,2.64
_1400_,2.64
_1527_,2.64
_1544_,2.64
_1570_,2.64
_1633_,2.64
_1885_,2.64
_1891_,2.64
_2149_,2.64
_2160_,2.64
_2478_,2.64
_3025_,2.64
_3066_,2.64
_0043_,2.62
_0045_,2.62
_0079_,2.62
_0088_,2.62
_0101_,2.62
_0127_,2.62
_0145_,2.62
_0160_,2.62
_0238_,2.62
_0254_,2.62
_0263_,2.62
_0288_,2.62
_0289_,2.62
_0294_,2.62
_0297_,2.62
_0300_,2.62
_0302_,2.62
_0322_,2.62
_0326_,2.62
_0340_,2.62
_0365_,2.62
_0367_,2.62
_0399_,2.62
_0429_,2.62
_0448_,2.62
_0498_,2.62
_0543_,2.62
_0550_,2.62
_0558_,2.62
_0660_,2.62
_0666_,2.62
_0773_,2.62
_0863_,2.62
_1015_,2.62
_1231_,2.62
_1258_,2.62
_1329_,2.62
_1349_,2.62
_1411_,2.62
_1510_,2.62
_1525_,2.62
_1663_,2.62
_1762_,2.62
_1921_,2.62
_1974_,2.62
_2067_,2.62
_2109_,2.62
_2138_,2.62
_2162_,2.62
_2164_,2.62
_2211_,2.62
_2267_,2.62
_2281_,2.62
_2323_,2.62
_2473_,2.62
_2512_,2.62
_2520_,2.62
_2535_,2.62
_2541_,2.62
_2608_,2.62
_2697_,2.62
_2734_,2.62
_3029_,2.62
tree_instances\[4\].u_tree.pipeline_current_node\[0\]\[3\],2.62
_0274_,2.545
_0279_,2.545
_0462_,2.545
_0595_,2.545
_0301_,2.52
_0500_,2.52
_0706_,2.52
_0772_,2.52
_0775_,2.52
_1012_,2.52
_1151_,2.52
_1211_,2.52
_1324_,2.52
_1341_,2.52
_1446_,2.52
_1485_,2.52
_1486_,2.52
_1506_,2.52
_1560_,2.52
_1565_,2.52
_1674_,2.52
_1740_,2.52
_1861_,2.52
_2016_,2.52
_2052_,2.52
_2068_,2.52
_2086_,2.52
_2229_,2.52
_2237_,2.52
_2248_,2.52
_2294_,2.52
_2318_,2.52
_2336_,2.52
_2407_,2.52
_2415_,2.52
_2429_,2.52
_2563_,2.52
_2688_,2.52
_2883_,2.52
_2974_,2.52
_3065_,2.52
_3128_,2.52
_0200_,2.5
_0261_,2.5
_0262_,2.5
_0449_,2.5
_0559_,2.5
_0741_,2.5
_0787_,2.5
_0816_,2.5
_1078_,2.5
_1091_,2.5
_1110_,2.5
_1118_,2.5
_1138_,2.5
_1152_,2.5
_1213_,2.5
_1236_,2.5
_1253_,2.5
_1267_,2.5
_1292_,2.5
_1296_,2.5
_1321_,2.5
_1333_,2.5
_1373_,2.5
_1456_,2.5
_1487_,2.5
_1500_,2.5
_1536_,2.5
_1572_,2.5
_1653_,2.5
_1655_,2.5
_1741_,2.5
_1768_,2.5
_1776_,2.5
_1980_,2.5
_2032_,2.5
_2050_,2.5
_2072_,2.5
_2139_,2.5
_2270_,2.5
_2286_,2.5
_2433_,2.5
_2444_,2.5
_2618_,2.5
_2649_,2.5
_2661_,2.5
_2751_,2.5
_2822_,2.5
_2833_,2.5
_2904_,2.5
_2924_,2.5
_3019_,2.5
_3091_,2.5
_3139_,2.5
tree_instances\[15\].u_tree.pipeline_current_node\[0\]\[4\],2.5
tree_instances\[19\].u_tree.tree_state\[2\],2.5
net15,2.5
_0226_,2.485
_0307_,2.485
_0677_,2.485
_0581_,2.465
_0636_,2.38
_1766_,2.38
_0310_,2.375
_0412_,2.375
_0589_,2.375
_2651_,2.36
_0001_,2.325
_0413_,2.325
_0461_,2.325
_1160_,2.3
_1181_,2.3
_1205_,2.3
_2298_,2.3
_2507_,2.3
_2660_,2.3
_2718_,2.3
_2793_,2.3
_2886_,2.3
_2911_,2.3
_2923_,2.3
_0125_,2.28
_0131_,2.28
_0159_,2.28
_0203_,2.28
_0230_,2.28
_0235_,2.28
_0272_,2.28
_0337_,2.28
_0368_,2.28
_0371_,2.28
_0395_,2.28
_0400_,2.28
_0420_,2.28
_0437_,2.28
_0473_,2.28
_0479_,2.28
_0486_,2.28
_0499_,2.28
_0534_,2.28
_0565_,2.28
_0577_,2.28
_0586_,2.28
_0603_,2.28
_0604_,2.28
_0632_,2.28
_0665_,2.28
_0718_,2.28
_0739_,2.28
_1202_,2.28
_1239_,2.28
_2041_,2.28
_3068_,2.27
_0250_,2.255
_0116_,2.18
_0117_,2.18
_0118_,2.18
_0132_,2.18
_0134_,2.18
_0137_,2.18
_0139_,2.18
_0143_,2.18
_0146_,2.18
_0152_,2.18
_0154_,2.18
_0158_,2.18
_0173_,2.18
_0175_,2.18
_0178_,2.18
_0179_,2.18
_0209_,2.18
_0210_,2.18
_0211_,2.18
_0212_,2.18
_0213_,2.18
_0240_,2.18
_0242_,2.18
_0249_,2.18
_0257_,2.18
_0266_,2.18
_0268_,2.18
_0284_,2.18
_0295_,2.18
_0304_,2.18
_0350_,2.18
_0359_,2.18
_0385_,2.18
_0402_,2.18
_0432_,2.18
_0522_,2.18
_0526_,2.18
_0635_,2.18
_0651_,2.18
_0655_,2.18
_0667_,2.18
_0686_,2.18
_0774_,2.18
_0864_,2.18
_0921_,2.18
_1007_,2.18
_1095_,2.18
_1275_,2.18
_1278_,2.18
_1286_,2.18
_1315_,2.18
_1356_,2.18
_1362_,2.18
_1412_,2.18
_1454_,2.18
_1680_,2.18
_1782_,2.18
_1981_,2.18
_2163_,2.18
_2174_,2.18
_2479_,2.18
_2496_,2.18
_2560_,2.18
_2640_,2.18
_2796_,2.18
_2907_,2.18
_3049_,2.18
tree_instances\[12\].u_tree.pipeline_current_node\[0\]\[2\],2.18
tree_instances\[17\].u_tree.pipeline_current_node\[0\]\[8\],2.18
_0047_,2.16
_0051_,2.16
_0073_,2.16
_0121_,2.16
_0133_,2.16
_0141_,2.16
_0189_,2.16
_0190_,2.16
_0229_,2.16
_0241_,2.16
_0269_,2.16
_0270_,2.16
_0291_,2.16
_0303_,2.16
_0381_,2.16
_0410_,2.16
_0467_,2.16
_0480_,2.16
_0493_,2.16
_0494_,2.16
_0502_,2.16
_0507_,2.16
_0525_,2.16
_0532_,2.16
_0536_,2.16
_0606_,2.16
_0638_,2.16
_0657_,2.16
_0687_,2.16
_0763_,2.16
_0881_,2.16
_0919_,2.16
_0955_,2.16
_0984_,2.16
_1079_,2.16
_1089_,2.16
_1107_,2.16
_1196_,2.16
_1263_,2.16
_1270_,2.16
_1276_,2.16
_1277_,2.16
_1290_,2.16
_1347_,2.16
_1390_,2.16
_1491_,2.16
_1521_,2.16
_1582_,2.16
_1606_,2.16
_1643_,2.16
_1671_,2.16
_1728_,2.16
_1751_,2.16
_1756_,2.16
_1815_,2.16
_1845_,2.16
_1872_,2.16
_1919_,2.16
_2054_,2.16
_2055_,2.16
_2080_,2.16
_2089_,2.16
_2116_,2.16
_2239_,2.16
_2304_,2.16
_2331_,2.16
_2332_,2.16
_2372_,2.16
_2480_,2.16
_2539_,2.16
_2540_,2.16
_2685_,2.16
_2698_,2.16
_2752_,2.16
_2759_,2.16
_2785_,2.16
_2789_,2.16
_2801_,2.16
_2847_,2.16
_2903_,2.16
_2925_,2.16
_2948_,2.16
_2982_,2.16
_3032_,2.16
_3104_,2.16
_3109_,2.16
tree_instances\[15\].u_tree.pipeline_current_node\[0\]\[0\],2.16
tree_instances\[17\].u_tree.pipeline_current_node\[0\]\[3\],2.16
tree_instances\[3\].u_tree.pipeline_current_node\[0\]\[2\],2.16
_0273_,2.145
_0465_,2.125
_0621_,2.125
_2914_,2.1
_0166_,2.085
_0708_,2.06
_0711_,2.06
_0761_,2.06
_0887_,2.06
_0889_,2.06
_0890_,2.06
_0905_,2.06
_0927_,2.06
_0978_,2.06
_1011_,2.06
_1053_,2.06
_1123_,2.06
_1167_,2.06
_1260_,2.06
_1269_,2.06
_1288_,2.06
_1294_,2.06
_1306_,2.06
_1308_,2.06
_1317_,2.06
_1331_,2.06
_1338_,2.06
_1381_,2.06
_1406_,2.06
_1429_,2.06
_1434_,2.06
_1439_,2.06
_1468_,2.06
_1476_,2.06
_1483_,2.06
_1503_,2.06
_1505_,2.06
_1508_,2.06
_1550_,2.06
_1559_,2.06
_1584_,2.06
_1593_,2.06
_1620_,2.06
_1635_,2.06
_1642_,2.06
_1667_,2.06
_1675_,2.06
_1677_,2.06
_1678_,2.06
_1695_,2.06
_1696_,2.06
_1729_,2.06
_1731_,2.06
_1733_,2.06
_1735_,2.06
_1743_,2.06
_1786_,2.06
_1842_,2.06
_1853_,2.06
_1865_,2.06
_1871_,2.06
_1875_,2.06
_1886_,2.06
_1893_,2.06
_1930_,2.06
_1941_,2.06
_2061_,2.06
_2140_,2.06
_2156_,2.06
_2226_,2.06
_2252_,2.06
_2260_,2.06
_2271_,2.06
_2333_,2.06
_2335_,2.06
_2341_,2.06
_2388_,2.06
_2405_,2.06
_2461_,2.06
_2466_,2.06
_2524_,2.06
_2528_,2.06
_2564_,2.06
_2750_,2.06
_2849_,2.06
_2868_,2.06
_2878_,2.06
_2915_,2.06
_2922_,2.06
_2950_,2.06
_3017_,2.06
_3018_,2.06
_3030_,2.06
_3073_,2.06
_3077_,2.06
_3097_,2.06
_3111_,2.06
tree_instances\[0\].u_tree.pipeline_current_node\[0\]\[1\],2.06
tree_instances\[17\].u_tree.pipeline_current_node\[0\]\[4\],2.06
tree_instances\[4\].u_tree.pipeline_current_node\[0\]\[2\],2.06
tree_instances\[6\].u_tree.pipeline_current_node\[0\]\[1\],2.06
_0723_,2.04
_0790_,2.04
_0794_,2.04
_0906_,2.04
_1044_,2.04
_1244_,2.04
_1268_,2.04
_1310_,2.04
_1320_,2.04
_1402_,2.04
_1410_,2.04
_1453_,2.04
_1519_,2.04
_1583_,2.04
_1603_,2.04
_1664_,2.04
_1670_,2.04
_1715_,2.04
_1720_,2.04
_1773_,2.04
_1833_,2.04
_1964_,2.04
_2208_,2.04
_2209_,2.04
_2224_,2.04
_2225_,2.04
_2250_,2.04
_2371_,2.04
_2397_,2.04
_2421_,2.04
_2459_,2.04
_2917_,2.04
_2953_,2.04
_2955_,2.04
_3089_,2.04
_3095_,2.04
_3120_,2.04
tree_instances\[0\].u_tree.pipeline_current_node\[0\]\[0\],2.04
_0165_,2.025
_0169_,2.025
_0221_,2.025
_0222_,2.025
_0380_,2.025
_0414_,2.025
_0489_,2.025
_0555_,2.025
_0592_,2.025
_0617_,2.025
_0947_,1.94
_2087_,1.94
_2412_,1.94
_2762_,1.94
_2867_,1.94
_3110_,1.94
_2095_,1.93
_0464_,1.915
_1906_,1.88
_0170_,1.865
_0225_,1.865
_0278_,1.865
_0356_,1.865
_0417_,1.865
_0615_,1.865
_0620_,1.865
_0675_,1.865
_0679_,1.865
_0680_,1.865
_0441_,1.845
_0659_,1.845
_0602_,1.84
_0804_,1.84
_1085_,1.84
_1234_,1.84
_1246_,1.84
_2094_,1.84
_2436_,1.84
_2453_,1.84
_2505_,1.84
_2655_,1.84
_2680_,1.84
_2742_,1.84
_2891_,1.84
_2906_,1.84
_2929_,1.84
_3061_,1.84
_3146_,1.84
_0108_,1.82
_0112_,1.82
_0123_,1.82
_0126_,1.82
_0135_,1.82
_0138_,1.82
_0149_,1.82
_0156_,1.82
_0183_,1.82
_0198_,1.82
_0244_,1.82
_0245_,1.82
_0255_,1.82
_0316_,1.82
_0351_,1.82
_0372_,1.82
_0391_,1.82
_0394_,1.82
_0407_,1.82
_0440_,1.82
_0446_,1.82
_0471_,1.82
_0477_,1.82
_0505_,1.82
_0512_,1.82
_0515_,1.82
_0546_,1.82
_0547_,1.82
_0552_,1.82
_0578_,1.82
_0647_,1.82
_0652_,1.82
_0661_,1.82
_0685_,1.82
_0689_,1.82
_0696_,1.82
_2051_,1.82
_2735_,1.82
_3053_,1.82
_3114_,1.82
_0196_,1.745
_0541_,1.745
_0690_,1.745
_0765_,1.72
_1084_,1.72
_1182_,1.72
_1220_,1.72
_1639_,1.72
_1705_,1.72
_1806_,1.72
_2616_,1.72
_2731_,1.72
_2740_,1.72
_2768_,1.72
_2802_,1.72
tree_instances\[0\].u_tree.pipeline_current_node\[0\]\[5\],1.72
tree_instances\[17\].u_tree.pipeline_current_node\[0\]\[0\],1.72
tree_instances\[17\].u_tree.pipeline_current_node\[0\]\[1\],1.72
tree_instances\[18\].u_tree.pipeline_current_node\[0\]\[5\],1.72
tree_instances\[19\].u_tree.pipeline_current_node\[0\]\[2\],1.72
tree_instances\[1\].u_tree.pipeline_current_node\[0\]\[1\],1.72
tree_instances\[2\].u_tree.pipeline_current_node\[0\]\[2\],1.72
tree_instances\[4\].u_tree.pipeline_current_node\[0\]\[1\],1.72
tree_instances\[6\].u_tree.pipeline_current_node\[0\]\[5\],1.72
tree_instances\[7\].u_tree.pipeline_current_node\[0\]\[0\],1.72
_0037_,1.7
_0069_,1.7
_0076_,1.7
_0087_,1.7
_0113_,1.7
_0124_,1.7
_0129_,1.7
_0207_,1.7
_0214_,1.7
_0260_,1.7
_0290_,1.7
_0332_,1.7
_0355_,1.7
_0357_,1.7
_0360_,1.7
_0390_,1.7
_0443_,1.7
_0444_,1.7
_0474_,1.7
_0491_,1.7
_0520_,1.7
_0537_,1.7
_0540_,1.7
_0545_,1.7
_0551_,1.7
_0630_,1.7
_0634_,1.7
_0637_,1.7
_0640_,1.7
_0668_,1.7
_0697_,1.7
_0699_,1.7
_0815_,1.7
_0893_,1.7
_0997_,1.7
_1225_,1.7
_1285_,1.7
_1418_,1.7
_1611_,1.7
_1752_,1.7
_1793_,1.7
_1844_,1.7
_1914_,1.7
_1976_,1.7
_2069_,1.7
_2150_,1.7
_2159_,1.7
_2470_,1.7
_2701_,1.7
_2755_,1.7
_2765_,1.7
_2766_,1.7
_2926_,1.7
_2958_,1.7
_3103_,1.7
net19,1.7
_2809_,1.68
_2981_,1.605
_0749_,1.6
_0784_,1.6
_1102_,1.6
_1130_,1.6
_1311_,1.6
_1318_,1.6
_1334_,1.6
_1378_,1.6
_1419_,1.6
_1427_,1.6
_1452_,1.6
_1466_,1.6
_1467_,1.6
_1478_,1.6
_1529_,1.6
_1605_,1.6
_1632_,1.6
_1644_,1.6
_1645_,1.6
_1707_,1.6
_1771_,1.6
_1787_,1.6
_1838_,1.6
_1889_,1.6
_1938_,1.6
_1965_,1.6
_2021_,1.6
_2023_,1.6
_2024_,1.6
_2073_,1.6
_2141_,1.6
_2153_,1.6
_2279_,1.6
_2306_,1.6
_2547_,1.6
_2587_,1.6
_2590_,1.6
_2592_,1.6
_2769_,1.6
_2871_,1.6
_2877_,1.6
_2978_,1.6
_3070_,1.6
_3131_,1.6
tree_instances\[14\].u_tree.pipeline_current_node\[0\]\[3\],1.6
_0608_,1.545
_1654_,1.48
_2494_,1.48
_2625_,1.48
_2665_,1.48
_0277_,1.405
_0283_,1.405
_0312_,1.405
_0618_,1.405
_0826_,1.38
_1055_,1.38
_1101_,1.38
_1878_,1.38
_1949_,1.38
_1954_,1.38
_1982_,1.38
_1983_,1.38
_2020_,1.38
_2115_,1.38
_2265_,1.38
_2295_,1.38
_2302_,1.38
_2369_,1.38
_2370_,1.38
_2373_,1.38
_2684_,1.38
_2770_,1.38
_2902_,1.38
_2996_,1.38
_3086_,1.38
_3143_,1.38
_3145_,1.38
_0089_,1.36
_0172_,1.36
_0185_,1.36
_0193_,1.36
_0285_,1.36
_0293_,1.36
_0320_,1.36
_0330_,1.36
_0333_,1.36
_0346_,1.36
_0376_,1.36
_0387_,1.36
_0396_,1.36
_0427_,1.36
_0453_,1.36
_0466_,1.36
_0472_,1.36
_0476_,1.36
_0478_,1.36
_0492_,1.36
_0497_,1.36
_0538_,1.36
_0564_,1.36
_0653_,1.36
_0795_,1.26
_0820_,1.26
_0946_,1.26
_1099_,1.26
_1193_,1.26
_1218_,1.26
_1473_,1.26
_1474_,1.26
_2088_,1.26
_2805_,1.26
_2836_,1.26
_2897_,1.26
_0705_,1.14
_0780_,1.14
_0811_,1.14
_0812_,1.14
_0882_,1.14
_0922_,1.14
_0936_,1.14
_0982_,1.14
_0983_,1.14
_1028_,1.14
_1047_,1.14
_1066_,1.14
_1068_,1.14
_1126_,1.14
_1129_,1.14
_1175_,1.14
_1266_,1.14
_1281_,1.14
_1291_,1.14
_1332_,1.14
_1343_,1.14
_1354_,1.14
_1370_,1.14
_1377_,1.14
_1392_,1.14
_1398_,1.14
_1405_,1.14
_1408_,1.14
_1413_,1.14
_1414_,1.14
_1436_,1.14
_1437_,1.14
_1443_,1.14
_1449_,1.14
_1479_,1.14
_1490_,1.14
_1517_,1.14
_1523_,1.14
_1530_,1.14
_1534_,1.14
_1535_,1.14
_1539_,1.14
_1540_,1.14
_1541_,1.14
_1545_,1.14
_1557_,1.14
_1562_,1.14
_1579_,1.14
_1594_,1.14
_1600_,1.14
_1612_,1.14
_1625_,1.14
_1626_,1.14
_1641_,1.14
_1657_,1.14
_1668_,1.14
_1672_,1.14
_1692_,1.14
_1693_,1.14
_1703_,1.14
_1704_,1.14
_1716_,1.14
_1737_,1.14
_1744_,1.14
_1745_,1.14
_1769_,1.14
_1780_,1.14
_1783_,1.14
_1794_,1.14
_1802_,1.14
_1805_,1.14
_1828_,1.14
_1836_,1.14
_1846_,1.14
_1860_,1.14
_1892_,1.14
_1913_,1.14
_1933_,1.14
_2053_,1.14
_2065_,1.14
_2142_,1.14
_2146_,1.14
_2203_,1.14
_2212_,1.14
_2214_,1.14
_2227_,1.14
_2236_,1.14
_2240_,1.14
_2316_,1.14
_2317_,1.14
_2319_,1.14
_2324_,1.14
_2379_,1.14
_2385_,1.14
_2387_,1.14
_2402_,1.14
_2419_,1.14
_2430_,1.14
_2446_,1.14
_2522_,1.14
_2525_,1.14
_2527_,1.14
_2546_,1.14
_2561_,1.14
_2875_,1.14
_2920_,1.14
_2960_,1.14
_2983_,1.14
_3022_,1.14
_3113_,1.14
_3129_,1.14
complete_votes\[4\],1.14
tree_instances\[11\].u_tree.pipeline_current_node\[0\]\[4\],1.14
tree_instances\[13\].u_tree.u_tree_weight_rom.cache_valid,1.14
tree_instances\[7\].u_tree.pipeline_current_node\[0\]\[5\],1.14
tree_instances\[7\].u_tree.pipeline_current_node\[0\]\[6\],1.14
net14,1.14
_0199_,1.085
_0267_,1.085
_2001_,1.02
_0847_,0.92
_0873_,0.92
_0888_,0.92
_0911_,0.92
_1065_,0.92
_1105_,0.92
_1857_,0.92
_1859_,0.92
_2013_,0.92
_2287_,0.92
_2301_,0.92
_2392_,0.92
_2778_,0.92
_3084_,0.92
_0738_,0.8
_0747_,0.8
_0801_,0.8
_1274_,0.8
_1284_,0.8
_1302_,0.8
_1305_,0.8
_1442_,0.8
_1444_,0.8
_1512_,0.8
_1543_,0.8
_1546_,0.8
_1547_,0.8
_1561_,0.8
_1569_,0.8
_1637_,0.8
_1689_,0.8
_1750_,0.8
_1856_,0.8
_1868_,0.8
_1877_,0.8
_2344_,0.8
_2657_,0.8
_3076_,0.8
tree_instances\[11\].u_tree.pipeline_current_node\[0\]\[3\],0.8
tree_instances\[19\].u_tree.pipeline_current_node\[0\]\[3\],0.8
tree_instances\[19\].u_tree.pipeline_current_node\[0\]\[5\],0.8
tree_instances\[1\].u_tree.pipeline_current_node\[0\]\[3\],0.8
tree_instances\[6\].u_tree.pipeline_current_node\[0\]\[2\],0.8
tree_instances\[6\].u_tree.pipeline_current_node\[0\]\[3\],0.8
tree_instances\[6\].u_tree.pipeline_current_node\[0\]\[4\],0.8
tree_instances\[9\].u_tree.pipeline_current_node\[0\]\[6\],0.8
_2391_,0.5
_0762_,0.46
_0995_,0.46
_1869_,0.46
_1873_,0.46
_1951_,0.46
_2113_,0.46
_2207_,0.46
_2390_,0.46
_2395_,0.46
_2503_,0.46
_2638_,0.46
_2682_,0.46
_2710_,0.46
_2725_,0.46
_2841_,0.46
_3048_,0.46
_3094_,0.46
